Customer_ID,Name,Gender,Age,City,Country,Phone_Number,Signup_Date,Last_Purchase_Date,Purchase_Amount,Feedback_Score,Email
CUST106076,Nirvaan Devi,Male,44,INDORE,India,7247079272,2025-08-13,2022-11-19,38905.49,3.0,ngabagmail.com
CUST106668,Saira Sampath,Male,21,BENGALURU,India,Unknown,2021-12-09,2022-03-20,32175.25,9.0,aarush53gmail.com
CUST101659,Shamik Deol,Male,44,,India,Unknown,2022-10-14,2026-01-05,29896.34,5.0,eva65gmail.com
CUST102161,Neysa Ram,Female,70,CHENNAI,India,8897524163,2023-05-14,2025-11-07,10082.27,3.0,rania97@gmail
CUST100526,Vritika Bhattacharyya,Female,44,HYDERABAD,India,9042511394,2022-05-24,2021-02-09,57883.4,5.0,ranbirsandal@hotmail.com
CUST109152,Arhaan D’Alia,Female,54,HYDERABAD,India,7318976950,2024-02-01,2021-05-31,43254.99,8.0,aayushdeepgmail.com
CUST103316,Jayesh Choudhury,Male,45,,India,Unknown,2023-10-22,2023-03-19,45271.13,3.0,lwali@rajagopalan-wali.net
CUST103360,Ira Jayaraman,Male,18,PATNA,India,Unknown,2024-11-01,2025-01-09,36780.49,2.0,chaudhryzoya@gmail
CUST103601,Purab Seth,Prefer Not To Say,32,HYDERABAD,India,6125228186,2024-08-11,2025-05-22,51604.31,7.0,srinivasanindranil@gmail
CUST106098,Prerak Bath,Female,25,ERODE,India,8654777931,2024-06-15,2024-01-01,4400.75,6.0,samairakalagmail.com
CUST100389,Yasmin Shan,Male,61,,India,6687444722,2021-04-25,2023-08-08,49088.76,9.0,raghav53gmail.com
CUST103425,Kabir Kashyap,Female,61,CUTTACK,India,9583012118,2022-07-29,2022-08-09,47579.72,5.0,raunak21gmail.com
CUST107291,Alia Koshy,Female,34,SURAT,India,9995977135,2025-05-01,2025-04-04,22702.81,8.0,vaibhavanne@dugal.com
CUST105242,Rhea Khatri,Male,44,NAGPUR,India,Unknown,2022-03-28,2022-06-20,39056.35,3.0,kabir60gmail.com
CUST107399,Yakshit Bali,Female,42,,India,Unknown,2021-10-18,2024-11-12,39568.29,2.0,shamik10gmail.com
CUST107608,Ira Bhardwaj,Male,58,GUNTUR,India,7636121370,2024-01-18,2022-02-23,1725.58,8.0,singhalhazelgmail.com
CUST100768,Fateh Das,Female,44,BENGALURU,India,6764068556,2024-08-25,2022-05-31,30396.03,6.0,shankermyra@gmail
CUST102875,Drishya Doshi,Female,61,HYDERABAD,India,Unknown,2025-10-09,2021-03-13,47488.94,1.0,vedikakotharigmail.com
CUST102760,Sumer Datta,Male,70,KOLKATA,India,Unknown,2024-12-05,2025-10-30,2535.11,5.0,shankerritvik@borra-sur.org
CUST102169,Nitya Tara,Male,43,,India,Unknown,2022-09-24,2021-06-24,31045.1,8.0,sdivan@rajan.com
CUST108968,Indrajit Seshadri,Prefer Not To Say,45,CUTTACK,India,9334327875,2021-11-23,2023-07-04,30396.03,3.0,hsethgmail.com
CUST106673,Hunar Dara,Male,44,JAIPUR,India,9678439319,2022-06-23,2023-01-04,44531.23,2.0,keyabahri@kapur.com
CUST100766,Kismat Shetty,Male,44,,India,8116181340,2023-05-02,2024-07-12,27159.2,9.0,hiran38gmail.com
CUST109151,Suhana Borde,Prefer Not To Say,36,SURAT,India,8805653554,2023-02-22,2022-11-30,7965.97,8.0,sarrafpurab@hotmail.com
CUST104574,Myra Manne,Male,59,ERODE,India,Unknown,2021-12-04,2021-06-17,31744.21,9.0,kannaneshani@gmail
CUST101705,Miraan Rau,Male,44,,India,Unknown,2023-04-11,2024-01-22,7655.29,6.0,raunaksachdev@gmail
CUST103620,Aarush Mani,Male,22,COIMBATORE,India,Unknown,2022-10-15,2023-07-07,31278.58,1.0,rania40@gmail
CUST100245,Vaibhav Rege,Male,44,MUMBAI,India,Unknown,2025-10-17,2022-08-21,45012.61,5.0,zarabrahmbhatt@gmail
CUST107979,Jayant Ratti,Male,42,LUCKNOW,India,Unknown,2023-10-14,2023-08-07,2844.2,8.0,anaya99@gola.com
CUST109162,Samiha Bhagat,Male,61,COIMBATORE,India,9699495904,2025-09-20,2021-04-12,8792.68,3.0,neysawalia@yahoo.com
CUST101966,Rati Saini,Male,69,VIJAYAWADA,India,Unknown,2022-08-07,2023-04-13,32735.32,2.0,mishti75@gmail
CUST107750,Advik Bhasin,Female,37,,India,Unknown,2023-02-10,2023-04-11,67772.74,9.0,lakshitmammen@gmail.com
CUST105911,Bhamini Karan,Female,44,CHENNAI,India,Unknown,2021-08-13,2024-10-10,35994.48,6.0,bathishitagmail.com
CUST109628,Devansh Kalita,Female,33,MUMBAI,India,Unknown,2023-09-19,2021-07-06,44191.9,5.0,lbaria@gmail
CUST101835,Rasha Dubey,Female,65,RANCHI,India,7551893548,2021-03-09,2021-03-11,1063.38,3.0,dsubramaniamgmail.com
CUST103398,Kiara Koshy,Prefer Not To Say,68,BENGALURU,India,Unknown,2021-01-21,2021-08-07,33267.62,5.0,chopranitya@choudhry.info
CUST109877,Emir Khanna,Female,44,,India,6609089783,2022-08-19,2024-10-06,61018.32,8.0,dhanuk47@gmail
CUST108555,Samaira Koshy,Prefer Not To Say,60,CUTTACK,India,Unknown,2024-05-21,2024-01-19,6223.65,3.0,ysarma@shan.info
CUST100915,Taimur Kumar,Male,65,SURAT,India,8827559844,2025-10-04,2022-07-27,32601.2,2.0,jcheema@hotmail.com
CUST101651,Abram Hayer,Prefer Not To Say,68,,India,8475746069,2022-08-31,2025-11-11,29896.9,7.0,mandaarnav@gmail
CUST102453,Rasha Chaudhry,Female,42,GUNTUR,India,6840186475,2023-08-13,2021-07-23,6108.79,6.0,bediyashvigmail.com
CUST108190,Ivana Barman,Male,37,MUMBAI,India,6491130469,2023-05-16,2024-06-17,18218.76,9.0,mboase@hotmail.com
CUST104093,Raunak Agarwal,Male,44,,India,Unknown,2021-10-23,2022-01-13,26646.15,5.0,raunakshetty@hotmail.com
CUST106178,Hridaan Ahluwalia,Prefer Not To Say,61,GUNTUR,India,6072413751,2022-01-13,2023-07-29,28308.53,8.0,shalv02gmail.com
CUST108398,Shayak Seshadri,Male,55,SURAT,India,6587805613,2021-03-31,2025-08-27,336.05,3.0,divitdutta@badami.biz
CUST102593,Nehmat Sabharwal,Male,44,,India,Unknown,2023-05-08,2022-08-09,25939.23,2.0,sara74@hotmail.com
CUST101183,Pari Dewan,Female,24,GUNTUR,India,7281176632,2023-11-05,2023-09-29,23204.92,8.0,oahuja@gmail
CUST101007,Dhanush Dhingra,Female,49,COIMBATORE,India,Unknown,2024-03-16,2024-07-06,22451.63,9.0,annevritika@basak.info
CUST101653,Alia Sastry,Male,18,COIMBATORE,India,9959827786,2021-12-17,2021-12-07,21953.08,6.0,evenkataraman@yahoo.com
CUST102000,Ehsaan Vora,Female,48,,India,6656450711,2022-12-10,2023-04-23,2718.76,1.0,fdalia@hotmail.com
CUST106510,Kimaya Vig,Male,59,GUWAHATI,India,6013000392,2024-11-15,2025-10-28,15969.96,5.0,vihaan85gmail.com
CUST102213,Divij Balakrishnan,Male,44,,India,Unknown,2023-06-12,2021-07-12,19234.62,8.0,isundaram@yahoo.com
CUST109191,Trisha Swamy,Male,31,BHUBANESWAR,India,Unknown,2023-07-16,2022-10-11,30396.03,3.0,ela29@virk.com
CUST107200,Anahi Dube,Female,44,ERODE,India,Unknown,2025-11-03,2025-07-22,20654.95,2.0,raghavbains@bains.com
CUST102786,Nitara Divan,Prefer Not To Say,46,RANCHI,India,8868211511,2021-03-29,2025-09-07,21055.62,1.0,arnavmani@gmail
CUST107077,Nishith Bedi,Female,44,BENGALURU,India,9509598842,2022-07-23,2021-05-06,28072.51,5.0,priyanshtailorgmail.com
CUST107883,Yasmin Kanda,Female,20,HYDERABAD,India,Unknown,2022-08-22,2021-06-20,44999.43,8.0,aaravroy@gmail
CUST108741,Sana Yadav,Female,44,,India,Unknown,2025-12-04,2022-08-04,19309.79,3.0,dalialavanya@gmail
CUST109280,Dhanush Bhagat,Female,50,AHMEDABAD,India,Unknown,2023-01-06,2021-08-20,27222.46,2.0,raghavshangmail.com
CUST103484,Kismat Divan,Female,62,,India,Unknown,2025-04-05,2021-05-14,1298.33,9.0,indrajitmanne@yogi-karpe.com
CUST103936,Kimaya Date,Female,33,TRICHY,India,Unknown,2025-07-07,2021-08-18,17218.11,5.0,ikantgmail.com
CUST106383,Chirag Ravi,Female,24,JAIPUR,India,9247928958,2025-08-03,2021-11-26,32584.23,3.0,hariritvikgmail.com
CUST109014,Prerak Dani,Female,44,MADURAI,India,7695387928,2021-02-18,2021-12-27,23193.91,5.0,raunaksem@gmail
CUST108157,Arnav Bala,Female,24,LUCKNOW,India,Unknown,2022-06-09,2022-10-14,34884.67,8.0,alishamastergmail.com
CUST104657,Dhanush Gala,Male,38,BHUBANESWAR,India,Unknown,2022-09-06,2025-12-29,30396.03,3.0,gbarad@yahoo.com
CUST102867,Ahana  Bhattacharyya,Male,48,,India,Unknown,2024-06-19,2022-12-10,16517.16,2.0,nirvisubramanian@roy.com
CUST101699,Shray Goel,Female,54,SURAT,India,7610804603,2021-11-15,2025-06-16,53500.16,7.0,kashyapsahil@hotmail.com
CUST101349,Azad Karnik,Prefer Not To Say,44,,India,7935403667,2024-12-17,2023-01-29,9775.92,6.0,jwable@malhotra.com
CUST109255,Taran Johal,Prefer Not To Say,44,NAGPUR,India,7207964884,2024-08-24,2025-01-31,30396.03,9.0,anya18@gmail.com
CUST109453,Faiyaz Bajwa,Prefer Not To Say,25,,India,Unknown,2024-08-20,2025-01-13,19629.15,5.0,yashviissac@gmail
CUST102424,Hiran Mammen,Prefer Not To Say,44,DELHI,India,Unknown,2022-02-03,2022-11-26,9955.01,8.0,sarrafdrishya@sami-tak.com
CUST100640,Sara Dhar,Prefer Not To Say,44,JAIPUR,India,Unknown,2025-09-04,2023-05-27,66016.53,3.0,fsastry@hotmail.com
CUST105867,Adira Sami,Female,44,ERODE,India,6725006069,2025-09-05,2021-05-26,15626.19,2.0,gatikkar@gmail
CUST105225,Zain Gupta,Male,69,INDORE,India,Unknown,2025-04-01,2024-05-02,43519.54,8.0,bsoman@yahoo.com
CUST106892,Amira Ravi,Female,44,VIJAYAWADA,India,7043231233,2024-09-30,2022-06-15,63413.97,9.0,tvarkeygmail.com
CUST102413,Keya Johal,Male,48,GUNTUR,India,6440889526,2024-08-31,2024-04-27,35794.96,6.0,samihachakrabartigmail.com
CUST108677,Hridaan Ratti,Female,27,PUNE,India,Unknown,2023-09-11,2025-08-17,25356.79,1.0,tanyabahri@karnik.com
CUST102756,Kiaan Srinivas,Male,60,JAIPUR,India,9484737559,2025-10-22,2024-01-16,22626.76,5.0,ikohligmail.com
CUST100081,Kavya Sundaram,Female,44,VIJAYAWADA,India,Unknown,2025-06-01,2023-06-22,49661.74,8.0,vivaanatwal@gmail.com
CUST100124,Vritika Manne,Male,26,NAGPUR,India,6751746182,2024-11-08,2021-07-31,41615.75,3.0,khushibera@hayer.info
CUST106332,Mamooty Rege,Female,68,,India,Unknown,2021-06-10,2021-09-04,58478.86,2.0,tailorritvik@yahoo.com
CUST109186,Zain Chopra,Male,44,BHOPAL,India,Unknown,2022-08-27,2023-07-17,757.96,9.0,nehmat57@yahoo.com
CUST104250,Tara Balay,Male,33,LUCKNOW,India,Unknown,2023-05-06,2023-03-08,30396.03,9.0,waliareyansh@iyengar.info
CUST107585,Romil Sharaf,Male,30,,India,Unknown,2021-07-12,2023-08-22,16704.09,5.0,nirvisubramanian@gmail
CUST102446,Indrans Kurian,Male,44,KANPUR,India,Unknown,2024-10-17,2023-08-22,30396.03,8.0,xmaharaj@yahoo.com
CUST107224,Riaan Sekhon,Female,18,INDORE,India,Unknown,2021-07-14,2024-12-10,30425.28,3.0,xtankgmail.com
CUST108387,Aaina Salvi,Female,51,,India,Unknown,2022-11-11,2025-03-05,22786.01,2.0,baralivanagmail.com
CUST108522,Baiju Sekhon,Female,33,TIRUPPUR,India,Unknown,2021-09-09,2022-07-29,55506.15,8.0,badalbarad@gmail.com
CUST108338,Ryan Agrawal,Male,44,INDORE,India,7066328469,2023-05-18,2022-07-25,30396.03,6.0,akulkarni@gmail
CUST106417,Aaina Kashyap,Male,53,,India,6297351806,2021-02-11,2025-03-19,75701.82,1.0,sagarcharvi@sandal-andra.org
CUST105097,Ranbir Ramanathan,Male,51,,India,Unknown,2021-09-02,2025-04-12,24177.22,8.0,ishita00@sampath-sood.com
CUST102598,Elakshi Dey,Male,41,ERODE,India,6564751285,2025-09-21,2021-05-23,47360.81,3.0,reyansh05@gmail.com
CUST105098,Sara Som,Female,44,CUTTACK,India,7828671894,2023-05-11,2025-03-20,10268.79,9.0,ggarde@dalal.com
CUST102464,Abram Sehgal,Female,43,,India,6940724095,2022-02-09,2023-04-28,27448.69,3.0,grajangmail.com
CUST102774,Kabir Krishna,Prefer Not To Say,37,,India,Unknown,2023-03-03,2025-12-25,4187.07,3.0,cbaligmail.com
CUST105595,Gokul Mann,Male,67,PATNA,India,Unknown,2023-06-13,2023-01-29,49839.71,7.0,lavanyasekhongmail.com
CUST109662,Jayant Hari,Female,39,,India,Unknown,2023-03-16,2025-06-10,15893.33,2.0,rashacomar@dutt.net
CUST104194,Faiyaz Choudhry,Male,44,COIMBATORE,India,6390011386,2021-10-03,2025-11-29,5727.49,3.0,thakersairagmail.com
CUST103528,Aaryahi Rattan,Female,44,CUTTACK,India,Unknown,2024-05-16,2025-10-17,35268.39,9.0,samiha06@gmail
CUST106642,Divit Behl,Female,61,VISAKHAPATNAM,India,Unknown,2023-06-14,2023-07-18,10322.52,3.0,mtailor@yahoo.com
CUST100405,Seher Shukla,Male,20,GUWAHATI,India,Unknown,2024-03-30,2021-11-16,38046.27,6.0,saksham00@yahoo.com
CUST103323,Nitara Shenoy,Male,42,INDORE,India,6125962138,2022-10-10,2022-04-19,35913.02,3.0,kallaaradhyagmail.com
CUST108030,Seher Din,Male,28,,India,6788748812,2021-12-01,2021-03-31,26954.5,3.0,valaparinaaz@gmail.com
CUST100547,Krish Bhagat,Prefer Not To Say,32,BENGALURU,India,6199264368,2022-09-15,2024-09-08,31932.89,3.0,kratti@choudhary-mannan.com
CUST101553,Sara Char,Male,44,BHOPAL,India,Unknown,2022-11-19,2023-10-09,4568.8,3.0,sara12@sha.info
CUST102393,Hazel Bhasin,Female,44,COIMBATORE,India,Unknown,2021-08-14,2025-10-30,23204.8,3.0,ritvikrastogi@gmail
CUST108465,Romil Raman,Male,69,PUNE,India,Unknown,2024-09-08,2025-04-29,45363.84,8.0,arnav69gmail.com
CUST109790,Yasmin Bassi,Male,54,,India,7385680193,2024-12-09,2025-06-06,34575.32,3.0,doctoramiragmail.com
CUST104779,Aaryahi Bhavsar,Female,66,CHENNAI,India,Unknown,2021-06-13,2025-10-11,3146.15,5.0,anvidanigmail.com
CUST101177,Shamik Khatri,Male,65,INDORE,India,6066898228,2025-07-09,2025-08-13,31775.38,3.0,advika01@dara-gola.biz
CUST110021,Advika Mall,Male,49,ERODE,India,Unknown,2024-11-24,2023-03-19,16906.16,4.0,ashagmail.com
CUST105469,Yasmin Rout,Prefer Not To Say,40,,India,Unknown,2022-03-25,2024-02-24,30396.03,5.0,indrajitkantgmail.com
CUST106434,Aarav Vyas,Female,44,DELHI,India,9809047609,2022-11-09,2025-04-09,19697.51,8.0,rsinhagmail.com
CUST100377,Ojas Vora,Female,44,BHOPAL,India,7107160507,2025-11-25,2022-12-12,67900.85,3.0,rhea21gmail.com
CUST103175,Hazel Ram,Female,38,HYDERABAD,India,Unknown,2021-10-07,2023-02-15,36272.87,2.0,lagan83@hotmail.com
CUST108852,Renee Bail,Male,39,MADURAI,India,6247403811,2022-01-21,2024-08-14,30396.03,7.0,sonineelofar@atwal.biz
CUST106715,Dharmajan Shanker,Male,44,KANPUR,India,8899702131,2023-02-09,2021-05-03,39844.09,6.0,anvi37@gmail.com
CUST101001,Bhamini Balay,Male,44,,India,Unknown,2021-12-26,2024-02-19,4138.12,9.0,bhargavaparinaazgmail.com
CUST103982,Aayush Choudhary,Male,57,,India,Unknown,2022-05-27,2022-02-27,62720.67,5.0,purab47@gmail
CUST104162,Parinaaz Badal,Prefer Not To Say,33,TRICHY,India,9494547449,2025-10-03,2021-11-04,32603.12,8.0,icontractor@buch.net
CUST108043,Aarav Salvi,Male,38,,India,Unknown,2021-11-14,2022-01-05,48060.32,3.0,borradhruv@gmail
CUST107220,Raghav Sidhu,Female,40,,India,Unknown,2025-12-27,2021-10-31,62335.27,2.0,aarav90@gmail
CUST102407,Sara Khanna,Male,44,HYDERABAD,India,7764897146,2025-04-24,2024-06-13,45265.88,8.0,imangatgmail.com
CUST110079,Farhan Joshi,Male,44,MUMBAI,India,Unknown,2024-11-20,2024-03-11,46393.06,9.0,rshroff@dalal.com
CUST104248,Kaira Sachdev,Male,61,CHENNAI,India,9035096844,2021-02-10,2025-05-10,48389.45,6.0,ftiwarigmail.com
CUST109288,Tara Wadhwa,Prefer Not To Say,44,CHENNAI,India,Unknown,2023-01-30,2023-06-12,45342.91,1.0,samiha83@gmail
CUST107054,Shayak Bala,Male,57,TIRUPPUR,India,Unknown,2025-05-20,2021-04-05,44702.35,5.0,mchad@gmail
CUST108019,Lakshay Saraf,Female,32,,India,Unknown,2021-03-01,2023-03-30,45388.42,8.0,suhanadin@gmail
CUST103117,Suhana Gera,Female,53,,India,Unknown,2024-11-09,2021-06-05,37736.83,2.0,valatejas@bakshi.com
CUST106301,Samar Ramaswamy,Male,63,SURAT,India,Unknown,2022-01-19,2021-12-09,36765.77,9.0,lakshitaggarwal@yahoo.com
CUST104202,Myra Bose,Male,21,,India,6238035126,2025-05-19,2025-07-21,13933.83,6.0,sairabhattgmail.com
CUST107714,Suhana Bandi,Male,59,AHMEDABAD,India,7440160510,2021-09-11,2023-09-16,11616.08,3.0,wadhwagatik@yahoo.com
CUST100918,Jayant Gala,Male,44,LUCKNOW,India,9726819531,2025-01-10,2021-12-30,21520.33,3.0,hansh58@gmail
CUST106835,Onkar Agarwal,Male,19,MADURAI,India,8133100476,2022-01-30,2021-07-18,23962.59,5.0,navyayadav@gmail
CUST108699,Samarth Borde,Male,44,HYDERABAD,India,Unknown,2025-07-29,2025-02-28,23245.32,3.0,siya28@baral.info
CUST105471,Vedika Shankar,Male,44,BENGALURU,India,6864167389,2025-09-13,2026-01-15,34833.55,3.0,adira19@gmail
CUST103687,Jiya Ram,Male,58,KOLKATA,India,6132616577,2022-05-09,2024-11-15,6409.52,3.0,fatehlal@samra.com
CUST106764,Arhaan Vig,Prefer Not To Say,44,,India,Unknown,2026-01-10,2025-08-31,19903.03,3.0,parinaaz76@gmail
CUST103004,Ritvik Srinivas,Male,44,,India,7319260548,2024-05-20,2023-08-18,1844.71,3.0,mvohra@baria.net
CUST105530,Vidur Raj,Male,42,INDORE,India,9791304676,2026-01-03,2022-11-23,11292.46,8.0,vbaral@deo-chandran.com
CUST106093,Arnav Ramesh,Male,25,INDORE,India,9665004567,2022-12-13,2022-09-14,30663.86,7.0,isunder@gmail
CUST100313,Ahana  Joshi,Male,34,SURAT,India,Unknown,2023-07-04,2021-04-24,13934.24,3.0,ivora@gmail
CUST103317,Nishith Bir,Male,66,DELHI,India,Unknown,2024-01-07,2024-04-19,30396.03,8.0,aratta@gmail.com
CUST109509,Shaan Dash,Female,29,SURAT,India,Unknown,2023-04-18,2022-11-01,2057.16,3.0,kanavdube@gmail
CUST103238,Dharmajan Cheema,Male,64,BHUBANESWAR,India,6926956631,2023-12-23,2023-04-04,16799.26,7.0,kalitabhamini@gmail
CUST106707,Yashvi Gulati,Female,44,MUMBAI,India,7121379272,2024-05-01,2021-04-02,13116.87,2.0,advika70@gmail.com
CUST108713,Vihaan Lata,Female,41,TIRUPPUR,India,Unknown,2025-03-06,2021-07-15,22984.46,2.0,qsur@gmail
CUST101870,Miraan Shankar,Male,44,,India,9399336588,2023-12-22,2021-11-03,19195.17,3.0,ngoswami@gmail
CUST109539,Divit Dutt,Male,47,KOLKATA,India,9409942959,2021-11-05,2021-05-21,30396.03,3.0,mdoshi@gmail
CUST103529,Shlok Virk,Male,66,KOLKATA,India,6577424200,2022-03-10,2022-09-08,10933.21,4.0,zshah@gmail
CUST105117,Armaan Hegde,Female,47,,India,Unknown,2025-05-07,2023-10-12,12606.35,6.0,nvenkataraman@dutt.com
CUST109908,Azad Mahal,Male,65,PATNA,India,Unknown,2025-05-25,2022-06-24,3591.45,1.0,rheauppal@gmail
CUST109222,Vardaniya Chander,Female,28,TIRUPPUR,India,Unknown,2021-10-17,2021-04-14,32181.22,3.0,mirayadutta@hotmail.com
CUST102294,Umang Mander,Female,29,NAGPUR,India,Unknown,2023-03-11,2022-04-14,9157.96,3.0,ojaswagle@gmail
CUST103877,Ishita Mani,Prefer Not To Say,63,MADURAI,India,Unknown,2024-08-08,2024-03-05,30396.03,3.0,dasguptajivikagmail.com
CUST100913,Parinaaz Kapur,Male,44,COIMBATORE,India,6484569561,2025-11-21,2022-11-10,17755.58,3.0,oorjadyal@mane.com
CUST100080,Drishya Kamdar,Female,38,HYDERABAD,India,Unknown,2022-06-10,2025-07-21,8344.78,3.0,hridaanbarman@gmail
CUST104912,Vivaan Sachar,Male,38,,India,Unknown,2022-07-12,2025-01-27,30396.03,3.0,wchowdhurygmail.com
CUST106494,Aniruddh Bandi,Prefer Not To Say,50,MUMBAI,India,Unknown,2023-08-17,2023-06-13,30681.46,3.0,aradhyagoyal@gmail
CUST103808,Samarth Chand,Female,44,VIJAYAWADA,India,Unknown,2024-02-01,2022-09-13,23813.43,6.0,sundaramtaimur@iyer.com
CUST108194,Ira Chand,Female,23,COIMBATORE,India,Unknown,2023-12-23,2024-03-01,72580.62,7.0,duttaanika@viswanathan.com
CUST102224,Alisha Deep,Male,44,,India,9550512620,2023-02-12,2022-08-13,21686.93,9.0,rameshbijugmail.com
CUST106820,Pari Gulati,Female,39,MADURAI,India,Unknown,2024-07-21,2021-08-12,55859.56,2.0,kalitaivana@saraf.biz
CUST104763,Reyansh Gade,Male,65,KANPUR,India,Unknown,2025-05-28,2025-04-27,5378.26,5.0,deritvik@gmail
CUST100687,Zain Issac,Male,37,COIMBATORE,India,Unknown,2022-11-16,2024-08-09,30396.03,3.0,mandehsaan@gmail
CUST102104,Stuvan Dugal,Female,37,INDORE,India,Unknown,2024-03-22,2023-12-17,9116.47,2.0,dishanigrewal@gmail
CUST106213,Kabir Mangal,Male,34,,India,Unknown,2025-06-17,2021-04-16,29488.75,9.0,nakulsinhagmail.com
CUST105178,Samarth Saraf,Male,50,MADURAI,India,Unknown,2022-09-29,2022-11-04,468.06,3.0,sahilsem@hotmail.com
