Customer_ID,Name,Gender,Age,City,Country,Phone_Number,Signup_Date,Last_Purchase_Date,Purchase_Amount,Feedback_Score,Email
cust108145,Shayak Sarna,,,Madurai,India,,11-07-2025,08-04-2025,39368.86,9,lcontractor@yahoo.com
cust100959,Raunak Borde,Male,21,NAGPUR,India,+91 94640 26287,02-06-2021,17-09-2024,48115.17,5,vedikakaur@bumb.info
cust105136,Divyansh Deshpande,female,42 yrs,,India,-168268,12-12-2023,21-07-2023,36354.28,3,neysasastry@gmail
Cust101738,Hridaan Wason,male,33 yrs,,India,,19-04-2024,27-10-2024,14722.94,5,cswamy@gmail
cust102838,Reyansh Balasubramanian,,29 yrs,KANPUR,India,+91 95616 99546,01-02-2023,05-01-2025,18988.1,8,ichadha@hotmail.com
Cust104620,Mehul Lala,F,41 yrs,jaipur,India,8956042617,21-08-2022,22-03-2021,54026.64,3,miraan59@hotmail.com
Cust100388,Jayant Sule,male,70 yrs,JAIPUR,India,+91 68007 61736,23-09-2022,13-01-2023,35623.02,2,drishya70gmail.com
Cust101266,Ryan Sandal,male,55 yrs,,India,+91 81169 39585,22-07-2024,23-07-2022,45922.89,7,bsoman@gmail.com
CUST109366,Hazel Kade,Female,50,Mumbai,India,,11-03-2022,21-02-2021,41912.32,6,ydutta@gmail
CUST102122,Nehmat Shan,F,34 years,,India,7580139288,13-12-2023,21-07-2024,92258.4,9,anikabumb@yahoo.com
CUST105161,Advik Tata,female,,Ranchi,India,-122120,08-03-2022,07-12-2024,3860.38,5,hanshkibe@dara-tara.biz
CUST101028,Ojas Dada,M,65 years,,India,,23-05-2025,23-08-2021,21881.49,8,ubajwagmail.com
cust102812,Aarav Dasgupta,male,45,erode,India,+91 83679 61195,12-06-2023,12-12-2024,N/A,3,anya61@mahajan.com
CUST100209,Ayesha Anand,,39 years,salem,India,,22-12-2023,15-10-2023,118874.39,2,sairabir@hotmail.com
cust107001,Siya Mahal,male,,LUCKNOW,India,,12-04-2022,08-07-2025,11840.62,8,bhasindevanshgmail.com
CUST105036,Chirag Ganesan,M,46,DELHI,India,-112083,31-07-2025,14-02-2024,49596.33,9,ikorpalgmail.com
cust100682,Umang Mani,M,,RANCHI,India,-169834,16-08-2025,22-07-2025,70608.53,6,aarna07@hotmail.com
cust109462,Charvi Yohannan,male,29 yrs,,India,+91 86490 83913,25-05-2025,05-07-2023,58240.17,1,madhupmalhotra@din.biz
cust109867,Nakul Goda,F,37 yrs,PUNE,India,+91 99478 57422,23-12-2024,12-08-2021,117201.44,5,kondafatehgmail.com
Cust100248,Romil Chaudhry,female,57,coimbatore,India,-164786,02-05-2021,03-12-2024,4856.17,8,indranilgopalgmail.com
CUST106076,Nirvaan Devi,Male,,indore,India,+91 72470 79272,13-08-2025,19-11-2022,38905.49,3,ngabagmail.com
cust108296,Nakul Talwar,Male,28 yrs,,India,+91 99347 61206,06-12-2021,14-08-2022,96782.05,2,wvarty@yahoo.com
cust106668,Saira Sampath,Male,21 years,Bengaluru,India,-153054,09-12-2021,20-03-2022,32175.25,9,aarush53gmail.com
Cust101659,Shamik Deol,M,,,India,,14-10-2022,05-01-2026,29896.34,5,eva65gmail.com
CUST102161,Neysa Ram,F,70,Chennai,India,8897524163,14-05-2023,07-11-2025,10082.27,3,rania97@gmail
CUST100526,Vritika Bhattacharyya,F,,Hyderabad,India,+91 90425 11394,24-05-2022,09-02-2021,57883.4,5,ranbirsandal@hotmail.com
CUST109152,Arhaan D’Alia,Female,54 years,hyderabad,India,7318976950,01-02-2024,31-05-2021,43254.99,8,aayushdeepgmail.com
cust103316,Jayesh Choudhury,Male,45 years,,India,,22-10-2023,19-03-2023,45271.13,3,lwali@rajagopalan-wali.net
cust103360,Ira Jayaraman,Male,18,patna,India,,01-11-2024,09-01-2025,36780.49,2,chaudhryzoya@gmail
Cust103601,Purab Seth,,32 yrs,hyderabad,India,6125228186,11-08-2024,22-05-2025,51604.31,7,srinivasanindranil@gmail
cust106098,Prerak Bath,F,25,erode,India,+91 86547 77931,15-06-2024,01-01-2024,4400.75,6,samairakalagmail.com
CUST100389,Yasmin Shan,male,61 years,,India,+91 66874 44722,25-04-2021,08-08-2023,49088.76,9,raghav53gmail.com
Cust103425,Kabir Kashyap,female,61 years,CUTTACK,India,+91 95830 12118,29-07-2022,09-08-2022,47579.72,5,raunak21gmail.com
CUST107291,Alia Koshy,female,34 years,SURAT,India,+91 99959 77135,01-05-2025,04-04-2025,22702.81,8,vaibhavanne@dugal.com
cust105242,Rhea Khatri,M,,nagpur,India,,28-03-2022,20-06-2022,39056.35,3,kabir60gmail.com
Cust107399,Yakshit Bali,female,42 yrs,,India,-96967,18-10-2021,12-11-2024,39568.29,2,shamik10gmail.com
Cust107608,Ira Bhardwaj,male,58 yrs,GUNTUR,India,7636121370,18-01-2024,23-02-2022,1725.58,8,singhalhazelgmail.com
cust102544,Bhavin Ramachandran,M,35 yrs,,India,-173179,18-06-2023,25-05-2024,101755.24,9,ivanathaman@gmail.com
cust100768,Fateh Das,female,,BENGALURU,India,6764068556,25-08-2024,31-05-2022,N/A,6,shankermyra@gmail
cust102875,Drishya Doshi,female,61 years,Hyderabad,India,,09-10-2025,13-03-2021,47488.94,1,vedikakotharigmail.com
cust102760,Sumer Datta,M,70,Kolkata,India,,05-12-2024,30-10-2025,2535.11,5,shankerritvik@borra-sur.org
cust102169,Nitya Tara,Male,43 years,,India,-117904,24-09-2022,24-06-2021,31045.1,8,sdivan@rajan.com
cust108968,Indrajit Seshadri,,45,cuttack,India,9334327875,23-11-2021,04-07-2023,,3,hsethgmail.com
cust106673,Hunar Dara,Male,,jaipur,India,9678439319,23-06-2022,04-01-2023,44531.23,2,keyabahri@kapur.com
cust100766,Kismat Shetty,M,,,India,8116181340,02-05-2023,12-07-2024,27159.2,9,hiran38gmail.com
cust109151,Suhana Borde,,36 yrs,Surat,India,+91 88056 53554,22-02-2023,30-11-2022,7965.97,8,sarrafpurab@hotmail.com
cust104574,Myra Manne,male,59,ERODE,India,,04-12-2021,17-06-2021,31744.21,9,kannaneshani@gmail
cust101705,Miraan Rau,M,,,India,,11-04-2023,22-01-2024,7655.29,6,raunaksachdev@gmail
CUST103620,Aarush Mani,M,22 yrs,Coimbatore,India,-90585,15-10-2022,07-07-2023,31278.58,1,rania40@gmail
CUST100245,Vaibhav Rege,M,,mumbai,India,,17-10-2025,21-08-2022,45012.61,5,zarabrahmbhatt@gmail
cust107979,Jayant Ratti,male,42,Lucknow,India,-149757,14-10-2023,07-08-2023,2844.2,8,anaya99@gola.com
CUST109162,Samiha Bhagat,Male,61 yrs,coimbatore,India,+91 96994 95904,20-09-2025,12-04-2021,8792.68,3,neysawalia@yahoo.com
cust101966,Rati Saini,Male,69 years,Vijayawada,India,-178334,07-08-2022,13-04-2023,32735.32,2,mishti75@gmail
Cust107750,Advik Bhasin,female,37,,India,-132019,10-02-2023,11-04-2023,67772.74,9,lakshitmammen@gmail.com
CUST105911,Bhamini Karan,Female,,chennai,India,-87797,13-08-2021,10-10-2024,35994.48,6,bathishitagmail.com
cust109628,Devansh Kalita,female,33 yrs,Mumbai,India,-103050,19-09-2023,06-07-2021,44191.9,5,lbaria@gmail
CUST101835,Rasha Dubey,F,65 years,ranchi,India,+91 75518 93548,09-03-2021,11-03-2021,1063.38,3,dsubramaniamgmail.com
cust103398,Kiara Koshy,,68,bengaluru,India,-79034,21-01-2021,07-08-2021,33267.62,5,chopranitya@choudhry.info
Cust109877,Emir Khanna,female,,,India,+91 66090 89783,19-08-2022,06-10-2024,61018.32,8,dhanuk47@gmail
Cust108555,Samaira Koshy,,60,Cuttack,India,-147763,21-05-2024,19-01-2024,6223.65,3,ysarma@shan.info
Cust100915,Taimur Kumar,male,65 yrs,surat,India,+91 88275 59844,04-10-2025,27-07-2022,32601.2,2,jcheema@hotmail.com
Cust101651,Abram Hayer,,68,,India,8475746069,31-08-2022,11-11-2025,29896.9,7,mandaarnav@gmail
CUST102453,Rasha Chaudhry,F,42,GUNTUR,India,+91 68401 86475,13-08-2023,23-07-2021,6108.79,6,bediyashvigmail.com
cust108190,Ivana Barman,M,37 yrs,MUMBAI,India,+91 64911 30469,16-05-2023,17-06-2024,18218.76,9,mboase@hotmail.com
CUST104093,Raunak Agarwal,male,,,India,-125421,23-10-2021,13-01-2022,26646.15,5,raunakshetty@hotmail.com
CUST106178,Hridaan Ahluwalia,,61,GUNTUR,India,6072413751,13-01-2022,29-07-2023,28308.53,8,shalv02gmail.com
CUST108398,Shayak Seshadri,Male,55 years,surat,India,6587805613,31-03-2021,27-08-2025,336.05,3,divitdutta@badami.biz
CUST102593,Nehmat Sabharwal,male,,,India,,08-05-2023,09-08-2022,25939.23,2,sara74@hotmail.com
cust101183,Pari Dewan,female,24 years,Guntur,India,+91 72811 76632,05-11-2023,29-09-2023,23204.92,8,oahuja@gmail
CUST101007,Dhanush Dhingra,female,49 yrs,Coimbatore,India,-145123,16-03-2024,06-07-2024,22451.63,9,annevritika@basak.info
Cust101653,Alia Sastry,Male,18 yrs,coimbatore,India,9959827786,17-12-2021,07-12-2021,21953.08,6,evenkataraman@yahoo.com
CUST102000,Ehsaan Vora,F,48,,India,+91 66564 50711,10-12-2022,23-04-2023,2718.76,1,fdalia@hotmail.com
cust106510,Kimaya Vig,Male,59 yrs,Guwahati,India,6013000392,15-11-2024,28-10-2025,15969.96,5,vihaan85gmail.com
CUST102213,Divij Balakrishnan,M,,,India,,12-06-2023,12-07-2021,19234.62,8,isundaram@yahoo.com
Cust109191,Trisha Swamy,male,31,BHUBANESWAR,India,-123572,16-07-2023,11-10-2022,,3,ela29@virk.com
cust107200,Anahi Dube,F,,Erode,India,-140826,03-11-2025,22-07-2025,20654.95,2,raghavbains@bains.com
cust104966,Piya Lad,,69 yrs,,India,6096263779,03-03-2021,27-05-2021,114965.3,9,arnav08@bhatia.org
cust102786,Nitara Divan,,46 yrs,RANCHI,India,+91 88682 11511,29-03-2021,07-09-2025,21055.62,1,arnavmani@gmail
Cust107077,Nishith Bedi,female,,Bengaluru,India,9509598842,23-07-2022,06-05-2021,28072.51,5,priyanshtailorgmail.com
Cust107883,Yasmin Kanda,F,20 years,HYDERABAD,India,,22-08-2022,20-06-2021,44999.43,8,aaravroy@gmail
cust108741,Sana Yadav,F,,,India,,04-12-2025,04-08-2022,19309.79,3,dalialavanya@gmail
CUST109280,Dhanush Bhagat,Female,50,AHMEDABAD,India,-100183,06-01-2023,20-08-2021,27222.46,2,raghavshangmail.com
Cust103484,Kismat Divan,Female,62 yrs,,India,,05-04-2025,14-05-2021,1298.33,9,indrajitmanne@yogi-karpe.com
Cust103936,Kimaya Date,female,33 years,trichy,India,,07-07-2025,18-08-2021,17218.11,5,ikantgmail.com
CUST106383,Chirag Ravi,female,24,JAIPUR,India,+91 92479 28958,03-08-2025,26-11-2021,32584.23,3,hariritvikgmail.com
Cust109014,Prerak Dani,Female,,madurai,India,+91 76953 87928,18-02-2021,27-12-2021,23193.91,5,raunaksem@gmail
Cust108157,Arnav Bala,Female,24 yrs,lucknow,India,,09-06-2022,14-10-2022,34884.67,8,alishamastergmail.com
Cust104657,Dhanush Gala,M,38 years,Bhubaneswar,India,-157267,06-09-2022,29-12-2025,N/A,3,gbarad@yahoo.com
cust102867,Ahana  Bhattacharyya,Male,48,,India,-123090,19-06-2024,10-12-2022,16517.16,2,nirvisubramanian@roy.com
CUST101699,Shray Goel,female,54 years,SURAT,India,7610804603,15-11-2021,16-06-2025,53500.16,7,kashyapsahil@hotmail.com
cust101349,Azad Karnik,,,,India,7935403667,17-12-2024,29-01-2023,9775.92,6,jwable@malhotra.com
cust109255,Taran Johal,,,nagpur,India,+91 72079 64884,24-08-2024,31-01-2025,N/A,9,anya18@gmail.com
cust109453,Faiyaz Bajwa,,25 yrs,,India,-141682,20-08-2024,13-01-2025,19629.15,5,yashviissac@gmail
cust102424,Hiran Mammen,,,Delhi,India,,03-02-2022,26-11-2022,9955.01,8,sarrafdrishya@sami-tak.com
cust100640,Sara Dhar,,,jaipur,India,-94096,04-09-2025,27-05-2023,66016.53,3,fsastry@hotmail.com
Cust105867,Adira Sami,Female,,Erode,India,6725006069,05-09-2025,26-05-2021,15626.19,2,gatikkar@gmail
Cust105225,Zain Gupta,M,69,INDORE,India,,01-04-2025,02-05-2024,43519.54,8,bsoman@yahoo.com
CUST106892,Amira Ravi,F,,Vijayawada,India,7043231233,30-09-2024,15-06-2022,63413.97,9,tvarkeygmail.com
cust102413,Keya Johal,male,48 years,Guntur,India,+91 64408 89526,31-08-2024,27-04-2024,35794.96,6,samihachakrabartigmail.com
Cust108677,Hridaan Ratti,female,27 yrs,PUNE,India,,11-09-2023,17-08-2025,25356.79,1,tanyabahri@karnik.com
Cust102756,Kiaan Srinivas,M,60 years,Jaipur,India,+91 94847 37559,22-10-2025,16-01-2024,22626.76,5,ikohligmail.com
CUST100081,Kavya Sundaram,female,,VIJAYAWADA,India,-183053,01-06-2025,22-06-2023,49661.74,8,vivaanatwal@gmail.com
cust100124,Vritika Manne,M,26 years,Nagpur,India,6751746182,08-11-2024,31-07-2021,41615.75,3,khushibera@hayer.info
CUST106332,Mamooty Rege,female,68,,India,-154467,10-06-2021,04-09-2021,58478.86,2,tailorritvik@yahoo.com
CUST109186,Zain Chopra,male,,Bhopal,India,,27-08-2022,17-07-2023,757.96,9,nehmat57@yahoo.com
Cust104250,Tara Balay,M,33 years,Lucknow,India,,06-05-2023,08-03-2023,,9,waliareyansh@iyengar.info
Cust107585,Romil Sharaf,Male,30,,India,,12-07-2021,22-08-2023,16704.09,5,nirvisubramanian@gmail
CUST102446,Indrans Kurian,M,,Kanpur,India,,17-10-2024,22-08-2023,N/A,8,xmaharaj@yahoo.com
cust107224,Riaan Sekhon,female,18 yrs,indore,India,,14-07-2021,10-12-2024,30425.28,3,xtankgmail.com
CUST108387,Aaina Salvi,female,51,,India,,11-11-2022,05-03-2025,22786.01,2,baralivanagmail.com
Cust108522,Baiju Sekhon,female,33,TIRUPPUR,India,-179786,09-09-2021,29-07-2022,55506.15,8,badalbarad@gmail.com
Cust108789,Sara Balay,,39 years,,India,,01-05-2024,25-12-2022,97108.2,9,godaraghav@gmail
Cust108338,Ryan Agrawal,Male,,indore,India,+91 70663 28469,18-05-2023,25-07-2022,N/A,6,akulkarni@gmail
cust106417,Aaina Kashyap,male,53 years,,India,+91 62973 51806,11-02-2021,19-03-2025,75701.82,1,sagarcharvi@sandal-andra.org
Cust100280,Adira Bala,F,63 years,,India,,06-09-2023,20-03-2022,92771.86,5,nehmat46@sridhar.net
cust105097,Ranbir Ramanathan,Male,51 yrs,,India,,02-09-2021,12-04-2025,24177.22,8,ishita00@sampath-sood.com
cust102598,Elakshi Dey,Male,41 yrs,Erode,India,+91 65647 51285,21-09-2025,23-05-2021,47360.81,3,reyansh05@gmail.com
CUST110168,Kavya Jain,Male,,Bhubaneswar,India,6372045975,09-10-2021,24-03-2021,95210.18,2,goswamikiara@gmail
cust105098,Sara Som,female,,CUTTACK,India,+91 78286 71894,11-05-2023,20-03-2025,10268.79,9,ggarde@dalal.com
CUST102071,Rohan Sarna,M,27 years,,India,8011213193,24-09-2021,12-03-2021,86681.25,,madanshlok@bhalla.com
cust102464,Abram Sehgal,Female,43 years,,India,6940724095,09-02-2022,28-04-2023,27448.69,,grajangmail.com
Cust102774,Kabir Krishna,,37,,India,,03-03-2023,25-12-2025,4187.07,3,cbaligmail.com
cust105595,Gokul Mann,Male,67 years,PATNA,India,-122568,13-06-2023,29-01-2023,49839.71,7,lavanyasekhongmail.com
CUST109662,Jayant Hari,F,39 years,,India,,16-03-2023,10-06-2025,15893.33,2,rashacomar@dutt.net
cust104194,Faiyaz Choudhry,Male,,COIMBATORE,India,+91 63900 11386,03-10-2021,29-11-2025,5727.49,,thakersairagmail.com
cust103528,Aaryahi Rattan,F,,CUTTACK,India,,16-05-2024,17-10-2025,35268.39,9,samiha06@gmail
Cust106642,Divit Behl,F,61 years,Visakhapatnam,India,-133371,14-06-2023,18-07-2023,10322.52,,mtailor@yahoo.com
CUST100405,Seher Shukla,Male,20 years,GUWAHATI,India,-172640,30-03-2024,16-11-2021,38046.27,6,saksham00@yahoo.com
cust103323,Nitara Shenoy,M,42,Indore,India,+91 61259 62138,10-10-2022,19-04-2022,35913.02,,kallaaradhyagmail.com
CUST101457,Samar Sachdev,M,61 yrs,BHUBANESWAR,India,+91 80103 86159,13-09-2021,06-02-2021,103113.39,,sana66@hotmail.com
Cust108030,Seher Din,male,28,,India,6788748812,01-12-2021,31-03-2021,26954.5,3,valaparinaaz@gmail.com
CUST100547,Krish Bhagat,,32,Bengaluru,India,6199264368,15-09-2022,08-09-2024,31932.89,,kratti@choudhary-mannan.com
cust101553,Sara Char,Male,,bhopal,India,,19-11-2022,09-10-2023,4568.8,,sara12@sha.info
Cust102393,Hazel Bhasin,Female,,coimbatore,India,-148398,14-08-2021,30-10-2025,23204.8,3,ritvikrastogi@gmail
CUST108465,Romil Raman,Male,69 yrs,Pune,India,-120236,08-09-2024,29-04-2025,45363.84,8,arnav69gmail.com
cust109790,Yasmin Bassi,M,54,,India,+91 73856 80193,09-12-2024,06-06-2025,34575.32,,doctoramiragmail.com
Cust104855,Inaaya  Wadhwa,female,21 years,patna,India,,15-01-2025,15-03-2023,111744.75,2,sumerdeshpande@behl.com
cust104779,Aaryahi Bhavsar,F,66,chennai,India,-160217,13-06-2021,11-10-2025,3146.15,5,anvidanigmail.com
cust101177,Shamik Khatri,male,65,indore,India,+91 60668 98228,09-07-2025,13-08-2025,31775.38,3,advika01@dara-gola.biz
CUST110021,Advika Mall,male,49 years,Erode,India,-88050,24-11-2024,19-03-2023,16906.16,4,ashagmail.com
cust105469,Yasmin Rout,,40 yrs,,India,-120794,25-03-2022,24-02-2024,,5,indrajitkantgmail.com
cust103600,Amani Chowdhury,,,Surat,India,+91 70428 86289,22-10-2021,09-10-2022,101931.18,3,ugill@gmail
Cust101154,Nirvaan Manda,male,54 yrs,Hyderabad,India,8393070073,20-07-2022,18-11-2023,102720,5,kairachaudhrygmail.com
cust106434,Aarav Vyas,Female,,DELHI,India,+91 98090 47609,09-11-2022,09-04-2025,19697.51,8,rsinhagmail.com
Cust100377,Ojas Vora,Female,,bhopal,India,+91 71071 60507,25-11-2025,12-12-2022,67900.85,3,rhea21gmail.com
Cust103175,Hazel Ram,female,38 yrs,Hyderabad,India,,07-10-2021,15-02-2023,36272.87,2,lagan83@hotmail.com
cust108852,Renee Bail,male,39 yrs,MADURAI,India,6247403811,21-01-2022,14-08-2024,N/A,7,sonineelofar@atwal.biz
cust106715,Dharmajan Shanker,Male,,KANPUR,India,8899702131,09-02-2023,03-05-2021,39844.09,6,anvi37@gmail.com
Cust101001,Bhamini Balay,M,,,India,-103296,26-12-2021,19-02-2024,4138.12,9,bhargavaparinaazgmail.com
CUST103982,Aayush Choudhary,M,57,,India,,27-05-2022,27-02-2022,62720.67,5,purab47@gmail
Cust104162,Parinaaz Badal,,33 years,Trichy,India,9494547449,03-10-2025,04-11-2021,32603.12,8,icontractor@buch.net
CUST108043,Aarav Salvi,M,38 yrs,,India,,14-11-2021,05-01-2022,48060.32,3,borradhruv@gmail
CUST107220,Raghav Sidhu,female,40 yrs,,India,-130038,27-12-2025,31-10-2021,62335.27,2,aarav90@gmail
CUST102407,Sara Khanna,M,,hyderabad,India,7764897146,24-04-2025,13-06-2024,45265.88,8,imangatgmail.com
cust110079,Farhan Joshi,M,,Mumbai,India,,20-11-2024,11-03-2024,46393.06,9,rshroff@dalal.com
Cust104248,Kaira Sachdev,male,61 yrs,CHENNAI,India,+91 90350 96844,10-02-2021,10-05-2025,48389.45,6,ftiwarigmail.com
Cust109288,Tara Wadhwa,,,Chennai,India,-138589,30-01-2023,12-06-2023,45342.91,1,samiha83@gmail
Cust107054,Shayak Bala,male,57 years,tiruppur,India,,20-05-2025,05-04-2021,44702.35,5,mchad@gmail
Cust108019,Lakshay Saraf,F,32 years,,India,,01-03-2021,30-03-2023,45388.42,8,suhanadin@gmail
Cust101495,Adah Chatterjee,female,68 yrs,,India,-135243,02-04-2025,26-04-2023,109172.52,3,battanishithgmail.com
cust103117,Suhana Gera,F,53,,India,-139596,09-11-2024,05-06-2021,37736.83,2,valatejas@bakshi.com
cust106301,Samar Ramaswamy,male,63,SURAT,India,-194487,19-01-2022,09-12-2021,36765.77,9,lakshitaggarwal@yahoo.com
CUST104202,Myra Bose,M,21 yrs,,India,6238035126,19-05-2025,21-07-2025,13933.83,6,sairabhattgmail.com
cust107714,Suhana Bandi,M,59 years,Ahmedabad,India,+91 74401 60510,11-09-2021,16-09-2023,11616.08,,wadhwagatik@yahoo.com
CUST100918,Jayant Gala,M,,LUCKNOW,India,+91 97268 19531,10-01-2025,30-12-2021,21520.33,,hansh58@gmail
Cust106835,Onkar Agarwal,M,19,madurai,India,8133100476,30-01-2022,18-07-2021,23962.59,5,navyayadav@gmail
cust108699,Samarth Borde,male,,Hyderabad,India,-101160,29-07-2025,28-02-2025,23245.32,,siya28@baral.info
CUST105471,Vedika Shankar,Male,,bengaluru,India,+91 68641 67389,13-09-2025,15-01-2026,34833.55,,adira19@gmail
cust103687,Jiya Ram,male,58 years,Kolkata,India,6132616577,09-05-2022,15-11-2024,6409.52,,fatehlal@samra.com
CUST106764,Arhaan Vig,,,,India,-76905,10-01-2026,31-08-2025,19903.03,,parinaaz76@gmail
cust103004,Ritvik Srinivas,M,,,India,+91 73192 60548,20-05-2024,18-08-2023,1844.71,,mvohra@baria.net
Cust105530,Vidur Raj,Male,42 years,indore,India,9791304676,03-01-2026,23-11-2022,11292.46,8,vbaral@deo-chandran.com
cust106093,Arnav Ramesh,M,25 yrs,indore,India,9665004567,13-12-2022,14-09-2022,30663.86,7,isunder@gmail
Cust100313,Ahana  Joshi,M,34 yrs,Surat,India,-129700,04-07-2023,24-04-2021,13934.24,,ivora@gmail
cust103317,Nishith Bir,Male,66 yrs,DELHI,India,,07-01-2024,19-04-2024,,8,aratta@gmail.com
CUST109509,Shaan Dash,F,29,SURAT,India,,18-04-2023,01-11-2022,2057.16,,kanavdube@gmail
CUST103238,Dharmajan Cheema,Male,64 yrs,Bhubaneswar,India,+91 69269 56631,23-12-2023,04-04-2023,16799.26,7,kalitabhamini@gmail
CUST106707,Yashvi Gulati,female,,Mumbai,India,7121379272,01-05-2024,02-04-2021,13116.87,2,advika70@gmail.com
Cust108713,Vihaan Lata,female,41 yrs,tiruppur,India,-83193,06-03-2025,15-07-2021,22984.46,2,qsur@gmail
Cust101870,Miraan Shankar,male,,,India,9399336588,22-12-2023,03-11-2021,19195.17,,ngoswami@gmail
CUST109539,Divit Dutt,M,47 yrs,KOLKATA,India,9409942959,05-11-2021,21-05-2021,N/A,,mdoshi@gmail
CUST103529,Shlok Virk,male,66 yrs,kolkata,India,6577424200,10-03-2022,08-09-2022,10933.21,4,zshah@gmail
Cust105117,Armaan Hegde,Female,47,,India,,07-05-2025,12-10-2023,12606.35,6,nvenkataraman@dutt.com
Cust109908,Azad Mahal,Male,65 years,patna,India,-104935,25-05-2025,24-06-2022,3591.45,1,rheauppal@gmail
cust109222,Vardaniya Chander,F,28 yrs,TIRUPPUR,India,,17-10-2021,14-04-2021,32181.22,,mirayadutta@hotmail.com
CUST102294,Umang Mander,female,29 years,nagpur,India,-168826,11-03-2023,14-04-2022,9157.96,,ojaswagle@gmail
CUST103877,Ishita Mani,,63 years,madurai,India,,08-08-2024,05-03-2024,,,dasguptajivikagmail.com
CUST100913,Parinaaz Kapur,Male,,Coimbatore,India,+91 64845 69561,21-11-2025,10-11-2022,17755.58,,oorjadyal@mane.com
CUST100080,Drishya Kamdar,female,38,hyderabad,India,-128685,10-06-2022,21-07-2025,8344.78,3,hridaanbarman@gmail
cust104912,Vivaan Sachar,male,38 years,,India,-140730,12-07-2022,27-01-2025,N/A,,wchowdhurygmail.com
cust106494,Aniruddh Bandi,,50 years,Mumbai,India,,17-08-2023,13-06-2023,30681.46,,aradhyagoyal@gmail
CUST103808,Samarth Chand,female,,vijayawada,India,-127610,01-02-2024,13-09-2022,23813.43,6,sundaramtaimur@iyer.com
CUST108194,Ira Chand,Female,23,coimbatore,India,-169149,23-12-2023,01-03-2024,72580.62,7,duttaanika@viswanathan.com
cust102224,Alisha Deep,male,,,India,9550512620,12-02-2023,13-08-2022,21686.93,9,rameshbijugmail.com
Cust106820,Pari Gulati,F,39 yrs,madurai,India,-108497,21-07-2024,12-08-2021,55859.56,2,kalitaivana@saraf.biz
Cust104763,Reyansh Gade,M,65,kanpur,India,,28-05-2025,27-04-2025,5378.26,5,deritvik@gmail
CUST100687,Zain Issac,M,37,coimbatore,India,,16-11-2022,09-08-2024,,,mandehsaan@gmail
cust102104,Stuvan Dugal,F,37,indore,India,-96376,22-03-2024,17-12-2023,9116.47,2,dishanigrewal@gmail
